pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
26214276,PMC5010776,2015,Genetic Modifiers of Age at Onset in Carriers of the G206A Mutation in PSEN1 With Familial Alzheimer Disease Among Caribbean Hispanics.,"The present study identified potential genetic modifiers that may delay or accelerate age at onset of familial Alzheimer disease (AD) by examining age at onset in PSEN1 mutation carrier families, and further investigation of these modifiers may provide insight into the pathobiology of AD and potential therapeutic measures. To identify genetic variants that modify age at onset of AD. Using a subset of Caribbean Hispanic families that carry the PSEN1 p.G206A mutation, we performed a 2-stage genome study. The mutation carrier families from an ongoing genetic study served as a discovery set, and the cohort of those with LOAD served as a confirmation set. To identify candidate loci, we performed linkage analysis using 5 p.G206A carrier families (n = 56), and we also performed whole-exome association analysis using 31 p.G206A carriers from 26 families. To confirm the genetic modifiers identified from the p.G206A carrier families, we analyzed the GWAS data for 2888 elderly individuals with LOAD. All study participants were Caribbean Hispanics. Age at onset of AD. Linkage analysis of AD identified the strongest linkage support at 4q35 (LOD [logarithm of odds] score, 3.69), and the GWAS of age at onset identified variants on 1p13.1, 2q13, 4q25, and 17p11. In the confirmation stage, genewise analysis identified SNX25, PDLIM3, and 3 SH3 domain genes (SORBS2, SH3RF3, and NPHP1) to be significantly associated with LOAD. Subsequent allelic association analysis confirmed SNX25, PDLIM3, and SORBS2 as genetic modifiers of age at onset of EOAD and LOAD and provided modest support for SH3RF3 and NPHP1. Our 2-stage analysis revealed that SNX25, PDLIM3, and SORBS2 may serve as genetic modifiers of age at onset in both EOAD and LOAD.",JAMA neurology,"Lee, Joseph H,Cheng, Rong,Vardarajan, Badri,Lantigua, Rafael,Reyes-Dumeyer, Dolly,Ortmann, Ward,Graham, Robert R,Bhangale, Tushar,Behrens, Timothy W,Medrano, Martin,Jiménez-Velázquez, Ivonne Z,Mayeux, Richard","Alzheimer Disease/genetics,Genetic Association Studies,Polymorphism, Single Nucleotide","AD,GWAS,genetic variant,Alzheimer,ad"
26220747,PMC4604049,2015,A cautionary note on using secondary phenotypes in neuroimaging genetic studies.,"Almost all genome-wide association studies (GWASs), including Alzheimer's Disease Neuroimaging Initiative (ADNI), are based on the case-control study design, implying that the resulting case-control data are likely a biased, not random, sample of the target population. Although association analysis of the disease (e.g. Alzheimer's disease in the ADNI) can be conducted using a standard logistic regression by ignoring the biased case-control sampling, a standard linear regression analysis on a secondary phenotype (e.g. any neuroimaging phenotype in the ADNI) may in general lead to biased inference, including biased parameter estimates, inflated Type I errors and reduced power for association testing. Despite of this well known result in genetic epidemiology, to our surprise, all the published studies on secondary phenotypes with the ADNI data have ignored this potential problem. Here we aim to answer whether such a standard analysis of a secondary phenotype is valid or problematic with the ADNI data. Through both real data analyses and simulation studies, we found that, strikingly, such an analysis was generally valid (with only small biases or slightly inflated Type I errors) for the ADNI data, though cautions must be taken when analyzing other data. We also illustrate applications and possible problems of two methods specifically developed for valid analysis of secondary phenotypes.",NeuroImage,"Kim, Junghi,Pan, Wei","Alzheimer Disease/genetics,Genome-Wide Association Study","genome-wide,AD,GWAS,Alzheimer,genome-wide association,ad"
26332043,PMC4557831,2015,TREM2 mRNA Expression in Leukocytes Is Increased in Alzheimer's Disease and Schizophrenia.,"TREM2 and TYROBP are causal genes for Nasu-Hakola disease (NHD), a rare autosomal recessive disease characterized by bone lesions and early-onset progressive dementia. TREM2 forms a receptor signaling complex with TYROBP, which triggers the activation of immune responses in macrophages and dendritic cells, and the functional polymorphism of TREM2 is reported to be associated with neurodegenerative disorders such as Alzheimer's disease (AD). The objective of this study was to reveal the involvement of TYROBP and TREM2 in the pathophysiology of AD and schizophrenia. We investigated the mRNA expression level of the 2 genes in leukocytes of 26 patients with AD and 24 with schizophrenia in comparison with age-matched controls. Moreover, we performed gene association analysis between these 2 genes and schizophrenia. No differences were found in TYROBP mRNA expression in patients with AD and schizophrenia; however, TREM2 mRNA expression was increased in patients with AD and schizophrenia compared with controls (P < 0.001). There were no genetic associations of either gene with schizophrenia in Japanese patients. TREM2 expression in leukocytes is elevated not only in AD but also in schizophrenia. Inflammatory processes involving TREM2 may occur in schizophrenia, as observed in neurocognitive disorders such as AD. TREM2 expression in leukocytes may be a novel biomarker for neurological and psychiatric disorders.",PloS one,"Mori, Yoko,Yoshino, Yuta,Ochi, Shinichiro,Yamazaki, Kiyohiro,Kawabe, Kentaro,Abe, Masao,Kitano, Tomoji,Ozaki, Yuki,Yoshida, Taku,Numata, Shusuke,Mori, Takaaki,Iga, Junichi,Kuroda, Norio,Ohmori, Tetsuro,Ueno, Shu-Ichi","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","AD,dementia,genetic association,Alzheimer,ad"
26394601,PMC4715764,2015,Family-based genome scan for age at onset of late-onset Alzheimer's disease in whole exome sequencing data.,"Alzheimer's disease (AD) is a common and complex neurodegenerative disease. Age at onset (AAO) of AD is an important component phenotype with a genetic basis, and identification of genes in which variation affects AAO would contribute to identification of factors that affect timing of onset. Increase in AAO through prevention or therapeutic measures would have enormous benefits by delaying AD and its associated morbidities. In this paper, we performed a family-based genome-wide association study for AAO of late-onset AD in whole exome sequence data generated in multigenerational families with multiple AD cases. We conducted single marker and gene-based burden tests for common and rare variants, respectively. We combined association analyses with variance component linkage analysis, and with reference to prior studies, in order to enhance evidence of the identified genes. For variants and genes implicated by the association study, we performed a gene-set enrichment analysis to identify potential novel pathways associated with AAO of AD. We found statistically significant association with AAO for three genes (WRN, NTN4 and LAMC3) with common associated variants, and for four genes (SLC8A3, SLC19A3, MADD and LRRK2) with multiple rare-associated variants that have a plausible biological function related to AD. The genes we have identified are in pathways that are strong candidates for involvement in the development of AD pathology and may lead to a better understanding of AD pathogenesis.","Genes, brain, and behavior","Saad, M,Brkanac, Z,Wijsman, E M","Alzheimer Disease/genetics,Genetic Association Studies,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,AD,whole exome sequencing,Alzheimer,late-onset,genome-wide association,ad"
26402410,PMC6312181,2015,Common Variants in PLD3 and Correlation to Amyloid-Related Phenotypes in Alzheimer's Disease.,"The phospholipase D3 (PLD3) gene has shown association with Alzheimer's disease (AD). However, the role of PLD3 common variants in amyloid-β (Aβ) pathology remains unclear. We examined the association of thirteen common single nucleotide polymorphisms (SNPs) with cerebrospinal fluid (CSF) Aβ(1- 42) levels and florbetapir retention on florbetapir 18F amyloid positron emission tomography (AV45-PET) in a large population. We found that one SNP (rs11667768) was significantly associated with CSF Aβ(1- 42) levels in the normal cognition group. We did not observe an association of any SNP with florbetapir retention. Our study predicted the potential role of PLD3 variants in Aβ pathology.",Journal of Alzheimer's disease : JAD,"Wang, Chong,Tan, Lan,Wang, Hui-Fu,Yu, Wan-Jiang,Liu, Ying,Jiang, Teng,Tan, Meng-Shan,Hao, Xiao-Ke,Zhang, Dao-Qiang,Yu, Jin-Tai","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","AD,single nucleotide polymorphism,SNP,polymorphisms,Alzheimer,ad"
26625115,PMC4666664,2015,Can Genetic Analysis of Putative Blood Alzheimer's Disease Biomarkers Lead to Identification of Susceptibility Loci?,"Although 24 Alzheimer's disease (AD) risk loci have been reliably identified, a large portion of the predicted heritability for AD remains unexplained. It is expected that additional loci of small effect will be identified with an increased sample size. However, the cost of a significant increase in Case-Control sample size is prohibitive. The current study tests whether exploring the genetic basis of endophenotypes, in this case based on putative blood biomarkers for AD, can accelerate the identification of susceptibility loci using modest sample sizes. Each endophenotype was used as the outcome variable in an independent GWAS. Endophenotypes were based on circulating concentrations of proteins that contributed significantly to a published blood-based predictive algorithm for AD. Endophenotypes included Monocyte Chemoattractant Protein 1 (MCP1), Vascular Cell Adhesion Molecule 1 (VCAM1), Pancreatic Polypeptide (PP), Beta2 Microglobulin (B2M), Factor VII (F7), Adiponectin (ADN) and Tenascin C (TN-C). Across the seven endophenotypes, 47 SNPs were associated with outcome with a p-value ≤1x10(-7). Each signal was further characterized with respect to known genetic loci associated with AD. Signals for several endophenotypes were observed in the vicinity of CR1, MS4A6A/MS4A4E, PICALM, CLU, and PTK2B. The strongest signal was observed in association with Factor VII levels and was located within the F7 gene. Additional signals were observed in MAP3K13, ZNF320, ATP9B and TREM1. Conditional regression analyses suggested that the SNPs contributed to variation in protein concentration independent of AD status. The identification of two putatively novel AD loci (in the Factor VII and ATP9B genes), which have not been located in previous studies despite massive sample sizes, highlights the benefits of an endophenotypic approach for resolving the genetic basis for complex diseases. The coincidence of several of the endophenotypic signals with known AD loci may point to novel genetic interactions and should be further investigated.",PloS one,"Barber, Robert C,Phillips, Nicole R,Tilson, Jeffrey L,Huebinger, Ryan M,Shewale, Shantanu J,Koenig, Jessica L,Mitchel, Jeffrey S,O'Bryant, Sid E,Waring, Stephen C,Diaz-Arrastia, Ramon,Chasse, Scott,Wilhelmsen, Kirk C","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","AD,GWAS,SNP,Genetic Loci,heritability,risk loci,Alzheimer,ad"
26654793,PMC4675010,2015,Role of ABCA7 loss-of-function variant in Alzheimer's disease: a replication study in European-Americans.,"A recent study found a significant increase of ABCA7 loss-of-function variants in Alzheimer's disease (AD) cases compared to controls. Some variants were located on noncoding regions, but it was demonstrated that they affect splicing. Here, we try to replicate the association between AD risk and ABCA7 loss-of-function variants at both the single-variant and gene level in a large and well-characterized European American dataset. We genotyped the GWAS common variant and four rare variants previously reported for ABCA7 in 3476 European-Americans. We were not able to replicate the association at the single-variant level, likely due to a lower effect size on the European American population which led to limited statistical power. However, we did replicate the association at the gene level; we found a significant enrichment of ABCA7 loss-of-function variants in AD cases compared to controls (P = 0.0388; odds ratio =1.54). We also confirmed that the association of the loss-of-function variants is independent of the previously reported genome-wide association study signal. Although the effect size for the association of ABCA7 loss-of-function variants with AD risk is lower in our study (odds ratio = 1.54) compared to the original report (odds ratio = 2.2), the replication of the findings of the original report provides a stronger foundation for future functional applications. The data indicate that different independent signals that modify risk for complex traits may exist on the same locus. Additionally, our results suggest that replication of rare-variant studies should be performed at the gene level rather than focusing on a single variant.",Alzheimer's research & therapy,"Del-Aguila, Jorge L,Fernández, Maria Victoria,Jimenez, Jessica,Black, Kathleen,Ma, Shengmei,Deming, Yuetiva,Carrell, David,Saef, Ben,Howells, Bill,Budde, John,Cruchaga, Carlos","Alzheimer Disease/genetics,Genome-Wide Association Study","genome-wide,AD,GWAS,Alzheimer,genome-wide association,ad"
26680604,PMC4683047,2015,Polygenic Analysis of Late-Onset Alzheimer's Disease from Mainland China.,"Recently, a number of single nucleotide polymorphisms (SNPs) were identified to be associated with late-onset Alzheimer disease (LOAD) through genome-wide association study data. Identification of SNP-SNP interaction played an important role in better understanding genetic basis of LOAD. In this study, fifty-eight SNPs were screened in a cohort of 229 LOAD cases and 318 controls from mainland China, and their interaction was evaluated by a series of analysis methods. Seven risk SNPs and six protective SNPs were identified to be associated with LOAD. Risk SNPs included rs9331888 (CLU), rs6691117 (CR1), rs4938933 (MS4A), rs9349407 (CD2AP), rs1160985 (TOMM40), rs4945261 (GAB2) and rs5984894 (PCDH11X); Protective SNPs consisted of rs744373 (BIN1), rs1562990 (MS4A), rs597668 (EXOC3L2), rs9271192 (HLA-DRB5/DRB1), rs157581 and rs11556505 (TOMM40). Among positive SNPs presented above, we found the interaction between rs4938933 (risk) and rs1562990 (protective) in MS4A weakened their each effect for LOAD; for three significant SNPs in TOMM40, their cumulative interaction induced the two protective SNPs effects lost and made the risk SNP effect aggravate for LOAD. Finally, we found rs6656401-rs3865444 (CR1-CD33) pairs were significantly associated with decreasing LOAD risk, while rs28834970-rs6656401 (PTK2B-CR1), and rs28834970-rs6656401 (PTK2B-CD33) were associated with increasing LOAD risk. In a word, our study indicates that SNP-SNP interaction existed in the same gene or cross different genes, which could weaken or aggravate their initial single effects for LOAD.",PloS one,"Jiao, Bin,Liu, Xiaoyan,Zhou, Lin,Wang, Maggie Haitian,Zhou, Yafang,Xiao, Tingting,Zhang, Weiwei,Sun, Rui,Waye, Mary Miu Yee,Tang, Beisha,Shen, Lu","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Polymorphism, Single Nucleotide","genome-wide,AD,single nucleotide polymorphism,Alzheimer,SNP,polymorphisms,late-onset,genome-wide association,ad"
26092349,PMC4681680,2016,Global and local ancestry in African-Americans: Implications for Alzheimer's disease risk.,"African-American (AA) individuals have a higher risk for late-onset Alzheimer's disease (LOAD) than Americans of primarily European ancestry (EA). Recently, the largest genome-wide association study in AAs to date confirmed that six of the Alzheimer's disease (AD)-related genetic variants originally discovered in EA cohorts are also risk variants in AA; however, the risk attributable to many of the loci (e.g., APOE, ABCA7) differed substantially from previous studies in EA. There likely are risk variants of higher frequency in AAs that have not been discovered. We performed a comprehensive analysis of genetically determined local and global ancestry in AAs with regard to LOAD status. Compared to controls, LOAD cases showed higher levels of African ancestry, both globally and at several LOAD relevant loci, which explained risk for AD beyond global differences. Exploratory post hoc analyses highlight regions with greatest differences in ancestry as potential candidate regions for future genetic analyses.",Alzheimer's & dementia : the journal of the Alzheimer's Association,"Hohman, Timothy J,Cooke-Bailey, Jessica N,Reitz, Christiane,Jun, Gyungah,Naj, Adam,Beecham, Gary W,Liu, Zhi,Carney, Regina M,Vance, Jeffrey M,Cuccaro, Michael L,Rajbhandary, Ruchita,Vardarajan, Badri Narayan,Wang, Li-San,Valladares, Otto,Lin, Chiao-Feng,Larson, Eric B,Graff-Radford, Neill R,Evans, Denis,De Jager, Philip L,Crane, Paul K,Buxbaum, Joseph D,Murrell, Jill R,Raj, Towfique,Ertekin-Taner, Nilufer,Logue, Mark W,Baldwin, Clinton T,Green, Robert C,Barnes, Lisa L,Cantwell, Laura B,Fallin, M Daniele,Go, Rodney C P,Griffith, Patrick,Obisesan, Thomas O,Manly, Jennifer J,Lunetta, Kathryn L,Kamboh, M Ilyas,Lopez, Oscar L,Bennett, David A,Hardy, John,Hendrie, Hugh C,Hall, Kathleen S,Goate, Alison M,Lang, Rosalyn,Byrd, Goldie S,Kukull, Walter A,Foroud, Tatiana M,Farrer, Lindsay A,Martin, Eden R,Pericak-Vance, Margaret A,Schellenberg, Gerard D,Mayeux, Richard,Haines, Jonathan L,Thornton-Wells, Tricia A","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Genetic Association Studies,Polymorphism, Single Nucleotide","genome-wide,AD,apoe,genetic variant,Alzheimer,late-onset,genome-wide association,ad"
26601739,PMC4688052,2016,"Variants in GBA, SNCA, and MAPT influence Parkinson disease risk, age at onset, and progression.","Multiple genetic variants have been linked to risk of Parkinson disease (PD), but known mutations do not explain a large proportion of the total PD cases. Similarly, multiple loci have been associated with PD risk by genome-wide association studies (GWAS). The influence that genetic factors confer on phenotypic diversity remains unclear. Few studies have been performed to determine whether the GWAS loci are also associated with age at onset (AAO) or motor progression. We used 2 PD case-control data sets (Washington University and the Parkinson's Progression Markers Initiative) to determine whether polymorphisms located at the GWAS top hits (GBA, ACMSD/TMEM163, STK39, MCCC1/LAMP3, GAK/TMEM175, SNCA, and MAPT) show association with AAO or motor progression. We found associations between single nucleotide polymorphisms at the GBA and MAPT loci and PD AAO and progression. These findings reinforce the complex genetic basis of PD and suggest that distinct genes and variants explain the genetic architecture of PD risk, onset, and progression.",Neurobiology of aging,"Davis, Albert A,Andruska, Kristin M,Benitez, Bruno A,Racette, Brad A,Perlmutter, Joel S,Cruchaga, Carlos","Genome-Wide Association Study,Parkinson Disease/genetics,Polymorphism, Single Nucleotide,tau Proteins/genetics","genome-wide,GWAS,genetic variant,single nucleotide polymorphism,polymorphisms,genome-wide association,Parkinson Disease"
26795201,PMC4727495,2016,Associations Between Genetic Variants in 19p13 and 19q13 Regions and Susceptibility to Alzheimer Disease: A Meta-Analysis.,"Alzheimer disease (AD) has become an epidemic within the growing elderly population and effective therapies of AD have not been discovered. Genetic factors accounted for over 70% of the incidence of AD and the disease-related polymorphisms are located on chromosome 19, which is one of several prominent chromosomes related to the development of AD. Many inconsistent associations between polymorphisms in ABCA7, CD33, and TOMM40 genes and the susceptibility to AD have been suggested by several independent studies. A comprehensive literature search for studies involving the association between gene polymorphisms and AD was performed, and we finally selected 3 genes (4 polymorphisms) for the meta-analysis: ABCA7 (rs3764650), CD33 (rs3865444), and TOMM40 (rs157580, rs2075650). A total of 25 articles investigating 3 genes (4 polymorphisms) were included in the meta-analysis. The pooled results of 4 polymorphisms were all significantly associated with the susceptibility to AD. The pooled effect of ABCA7 rs3764605 allele G was significantly associated with an increased the risk of AD (OR=1.20, 95% CI: 1.14-1.26, P value <0.001). Similarly, our evidence suggested that allele A of TOMM40 rs2075650 polymorphism was a risk factor for AD (OR=2.87, 95% CI: 2.46-3.34, P value <0.001). Alleles A of CD33 rs3865444 and A of TOMM40 rs157580 were both protective factors for AD onset (OR=0.94, 95% CI: 0.90-0.98, P value=0.003; OR=0.62, 95% CI: 0.57-0.66, P value <0.001). CONCLUSIONS"" Results from the meta-analysis revealed that the pooled ABCA7 rs376465, CD33 rs3865444, TOMM40 rs157580, and rs2075650 variants were significantly associated with the susceptibility to AD. However, the association differed significantly between Asian and Caucasian groups for SNPs of CD33 rs3865444, TOMM40 rs157580, and rs2075650.",Medical science monitor : international medical journal of experimental and clinical research,"Bao, Jie,Wang, Xiao-jie,Mao, Zong-fu","Alzheimer Disease/genetics,Genetic Association Studies","meta-analysis,AD,genetic variant,SNP,polymorphisms,Alzheimer,ad"
26803900,PMC4719699,2016,Genome-wide DNA methylation profiling in the superior temporal gyrus reveals epigenetic signatures associated with Alzheimer's disease.,"Alzheimer's disease affects ~13% of people in the United States 65 years and older, making it the most common neurodegenerative disorder. Recent work has identified roles for environmental, genetic, and epigenetic factors in Alzheimer's disease risk. We performed a genome-wide screen of DNA methylation using the Illumina Infinium HumanMethylation450 platform on bulk tissue samples from the superior temporal gyrus of patients with Alzheimer's disease and non-demented controls. We paired a sliding window approach with multivariate linear regression to characterize Alzheimer's disease-associated differentially methylated regions (DMRs). We identified 479 DMRs exhibiting a strong bias for hypermethylated changes, a subset of which were independently associated with aging. DMR intervals overlapped 475 RefSeq genes enriched for gene ontology categories with relevant roles in neuron function and development, as well as cellular metabolism, and included genes reported in Alzheimer's disease genome-wide and epigenome-wide association studies. DMRs were enriched for brain-specific histone signatures and for binding motifs of transcription factors with roles in the brain and Alzheimer's disease pathology. Notably, hypermethylated DMRs preferentially overlapped poised promoter regions, marked by H3K27me3 and H3K4me3, previously shown to co-localize with aging-associated hypermethylation. Finally, the integration of DMR-associated single nucleotide polymorphisms with Alzheimer's disease genome-wide association study risk loci and brain expression quantitative trait loci highlights multiple potential DMRs of interest for further functional analysis. We have characterized changes in DNA methylation in the superior temporal gyrus of patients with Alzheimer's disease, highlighting novel loci that facilitate better characterization of pathways and mechanisms underlying Alzheimer's disease pathogenesis, and improve our understanding of epigenetic signatures that may contribute to the development of disease.",Genome medicine,"Watson, Corey T,Roussos, Panos,Garg, Paras,Ho, Daniel J,Azam, Nidha,Katsel, Pavel L,Haroutunian, Vahram,Sharp, Andrew J","Alzheimer Disease/genetics,Genome-Wide Association Study","epigenome,genome-wide,single nucleotide polymorphism,Alzheimer,risk loci,polymorphisms,genome-wide association,DNA methylation"
26830138,PMC4970971,2016,"Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.","The genetic basis of Alzheimer's disease (AD) is complex and heterogeneous. Over 200 highly penetrant pathogenic variants in the genes APP, PSEN1, and PSEN2 cause a subset of early-onset familial AD. On the other hand, susceptibility to late-onset forms of AD (LOAD) is indisputably associated to the ɛ4 allele in the gene APOE, and more recently to variants in more than two-dozen additional genes identified in the large-scale genome-wide association studies (GWAS) and meta-analyses reports. Taken together however, although the heritability in AD is estimated to be as high as 80%, a large proportion of the underlying genetic factors still remain to be elucidated. In this study, we performed a systematic family-based genome-wide association and meta-analysis on close to 15 million imputed variants from three large collections of AD families (~3500 subjects from 1070 families). Using a multivariate phenotype combining affection status and onset age, meta-analysis of the association results revealed three single nucleotide polymorphisms (SNPs) that achieved genome-wide significance for association with AD risk: rs7609954 in the gene PTPRG (P-value=3.98 × 10-8), rs1347297 in the gene OSBPL6 (P-value=4.53 × 10-8), and rs1513625 near PDCL3 (P-value=4.28 × 10-8). In addition, rs72953347 in OSBPL6 (P-value=6.36 × 10-7) and two SNPs in the gene CDKAL1 showed marginally significant association with LOAD (rs10456232, P-value=4.76 × 10-7; rs62400067, P-value=3.54 × 10-7). In summary, family-based GWAS meta-analysis of imputed SNPs revealed novel genomic variants in (or near) PTPRG, OSBPL6, and PDCL3 that influence risk for AD with genome-wide significance.",Molecular psychiatry,"Herold, C,Hooli, B V,Mullin, K,Liu, T,Roehr, J T,Mattheisen, M,Parrado, A R,Bertram, L,Lange, C,Tanzi, R E","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Genetic Association Studies,Genome-Wide Association Study,Polymorphism, Single Nucleotide","meta-analysis,genome-wide,AD,apoe,GWAS,single nucleotide polymorphism,Alzheimer,SNP,heritability,polymorphisms,late-onset,genome-wide association,ad"
26937653,PMC4777499,2016,Interleukin-1β Promoter Polymorphism Enhances the Risk of Sleep Disturbance in Alzheimer's Disease.,"Sleep alleviates Alzheimer's disease (AD)-related neuropathological processes, whereas sleep disturbance in AD patients is associated with elevated peripheral inflammatory cytokine levels. In the present study, we assessed interleukin (IL)-1β and APOEε4 polymorphisms for association with susceptibility of sleep disturbances in AD patients. A total of 123 pretreated AD patients and 120 age-, gender- and education level-matched healthy controls were recruited for two consecutive full-night polysomnography and measurement of Epworth Sleepiness Scale (ESS) scores for sleep-wake disturbance. Their genomic DNA was analyzed for IL-1β and APOEε4 SNPs using ligase detection reaction (LDR) technology. Blood levels of IL-1β, IL-6, and tumor necrosis factor alpha (TNF-α) were measured using ELISA after lipopolysaccharide (LPS) stimulation. The odds ratio and 95% confidence interval for genotype-specific risk were calculated using an unconditional logistic regression model and adjusted by age, gender, educational levels, body mass index (BMI), and activities of daily living (ADL). Compared to the non-APOEε4/ε4 genotype, APOEε4/ε4 significantly increased the risk of AD (APOEε4/ε4 vs. non-APOEε4/ε4, adjusted OR = 4.33, 95% CI = 1.33-14.10, p = 0.015). Compared to the IL-1β CC genotype (-31), the TT genotype significantly increased the risk of AD (TT vs. CC, adjusted OR = 1.72, 95% CI = 1.13-2.61, p = 0.010). AD patients carrying the APOEε4 allele and the IL-1β TT genotype showed less time in bed, longer sleep latency and REM latency, more awakenings, and a lower SWS percentage than those carrying CC/CT combined genotypes. In addition, blood IL-1β levels were significantly greater in AD patients carrying both the APOEε4 allele and the IL-1β-31TT genotype than in those carrying the APOEε4 allele and the -31 TC or CC genotype. In conclusion, this study provides the first evidence indicating that the IL-1β-31TT genotype and homozygous APOEε4 combined are associated with increased risk of developing AD with sleep disturbance.",PloS one,"Yin, You,Liu, Yan,Pan, Xiao,Chen, Rui,Li, Peng,Wu, Hui-Juan,Zhao, Zheng-Qing,Li, Yan-Peng,Huang, Liu-Qing,Zhuang, Jian-Hua,Zhao, Zhong-Xin","Alzheimer Disease/genetics,Genetic Association Studies,Polymorphism, Single Nucleotide","AD,apoe,SNP,polymorphisms,Alzheimer,ad"
26947052,PMC5753408,2016,Potential contribution of the Alzheimer's disease risk locus BIN1 to episodic memory performance in cognitively normal Type 2 diabetes elderly.,"In recent years, several promising susceptibility loci for late-onset Alzheimer's disease (AD) were discovered, by implementing genome-wide association studies (GWAS) approach. Recent GWAS meta-analysis has demonstrated the association of 19 loci (in addition to the APOE locus) with AD in the European ancestry population at genome-wide significance level. Since Type 2 Diabetes (T2D) is a substantial risk factor for cognitive decline and dementia, the 19 single nucleotide polymorphisms (SNPs) that represent the 19 AD loci were studied for association with performance in episodic memory, a primary cognitive domain affected by AD, in a sample of 848 cognitively normal elderly Israeli Jewish T2D patients. We found a suggestive association of SNP rs6733839, located near the bridging integrator 1 (BIN1) gene, with this phenotype. Controlling for demographic (age, sex, education, disease duration and ancestry) covariates, carriers of two copies of the AD risk allele T (TT genotype) performed significantly worse (p=0.00576; p=0.00127 among Ashkenazi origin sub-sample) in episodic memory compared to carriers of the C allele (CT+CC genotypes). When including additional potential covariates (clinical and APOE genotype), results remained significant (p=0.00769; p=0.00148 among Ashkenazi). Interestingly, as validated in multiple large studies, BIN1 is one of the most established AD risk loci, with a high odds ratio. Although preliminary and require further replications, our findings support a contribution of BIN1 to individual differences in episodic memory performance among T2D patients.",European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,"Greenbaum, Lior,Ravona-Springer, Ramit,Lubitz, Irit,Schmeidler, James,Cooper, Itzik,Sano, Mary,Silverman, Jeremy M,Heymann, Anthony,Beeri, Michal Schnaider","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","meta-analysis,genome-wide,AD,apoe,dementia,GWAS,single nucleotide polymorphism,Alzheimer,SNP,risk loci,polymorphisms,late-onset,genome-wide association,ad"
26973105,PMC4883003,2016,The effect of increased genetic risk for Alzheimer's disease on hippocampal and amygdala volume.,"Reduction in hippocampal and amygdala volume measured via structural magnetic resonance imaging is an early marker of Alzheimer's disease (AD). Whether genetic risk factors for AD exert an effect on these subcortical structures independent of clinical status has not been fully investigated. We examine whether increased genetic risk for AD influences hippocampal and amygdala volumes in case-control and population cohorts at different ages, in 1674 older (aged >53 years; 17% AD, 39% mild cognitive impairment [MCI]) and 467 young (16-30 years) adults. An AD polygenic risk score combining common risk variants excluding apolipoprotein E (APOE), and a single nucleotide polymorphism in TREM2, were both associated with reduced hippocampal volume in healthy older adults and those with MCI. APOE ε4 was associated with hippocampal and amygdala volume in those with AD and MCI but was not associated in healthy older adults. No associations were found in young adults. Genetic risk for AD affects the hippocampus before the clinical symptoms of AD, reflecting a neurodegenerative effect before clinical manifestations in older adults.",Neurobiology of aging,"Lupton, Michelle K,Strike, Lachlan,Hansell, Narelle K,Wen, Wei,Mather, Karen A,Armstrong, Nicola J,Thalamuthu, Anbupalam,McMahon, Katie L,de Zubicaray, Greig I,Assareh, Amelia A,Simmons, Andrew,Proitsi, Petroula,Powell, John F,Montgomery, Grant W,Hibar, Derrek P,Westman, Eric,Tsolaki, Magda,Kloszewska, Iwona,Soininen, Hilkka,Mecocci, Patrizia,Velas, Bruno,Lovestone, Simon,Brodaty, Henry,Ames, David,Trollor, Julian N,Martin, Nicholas G,Thompson, Paul M,Sachdev, Perminder S,Wright, Margaret J","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Genetic Association Studies","AD,apoe,Aged,genetic risk,single nucleotide polymorphism,cognitive impairment,Risk Factors,Alzheimer,ad,polygenic risk"
