pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
23757001,PMC3775919,2013,"Association, interaction, and replication analysis of genes encoding serotonin transporter and 5-HT3 receptor subunits A and B in alcohol dependence.","On the basis of the converging evidence showing regulation of drinking behavior by 5-HT3AB receptors and the serotonin transporter, we hypothesized that the interactive effects of genetic variations in the genes HTR3A, HTR3B, and SLC6A4 confer greater susceptibility to alcohol dependence (AD) than do their effects individually. We examined the associations of AD with 22 SNPs across HTR3A, HTR3B, and two functional variants in SLC6A4 in 500 AD and 280 healthy control individuals of European descent. We found that the alleles of the low-frequency SNPs rs33940208:T in HTR3A and rs2276305:A in HTR3B were inversely and nominally significantly associated with AD with odds ratio (OR) and 95 % confidence interval of 0.212 and 0.073, 0.616 (P = 0.004) and 0.261 and 0.088, 0.777 (P = 0.016), respectively. Further, our gene-by-gene interaction analysis revealed that two four-variant models that differed by only one SNP carried a risk for AD (empirical P < 1 × 10(-6) for prediction accuracy of the two models based on 10(6) permutations). Subsequent analysis of these two interaction models revealed an OR of 2.71 and 2.80, respectively, for AD (P < 0.001) in carriers of genotype combinations 5'-HTTLPR:LL/LS(SLC6A4)-rs1042173:TT/TG(SLC6A4)-rs1176744:AC(HTR3B)-rs3782025:AG(HTR3B) and 5'-HTTLPR:LL/LS(SLC6A4)-rs10160548:GT/TT(HTR3A)-rs1176744:AC(HTR3B)-rs3782025:AG(HTR3B). Combining all five genotypes resulted in an OR of 3.095 (P = 2.0 × 10(-4)) for AD. Inspired by these findings, we conducted the analysis in an independent sample, OZ-ALC-GWAS (N = 6699), obtained from the NIH dbGAP database, which confirmed the findings, not only for all three risk genotype combinations (Z = 4.384, P = 1.0 × 10(-5); Z = 3.155, P = 1.6 × 10(-3); and Z = 3.389, P = 7.0 × 10(-4), respectively), but also protective effects for rs33940208:T (χ (2) = 3.316, P = 0.0686) and rs2276305:A (χ (2) = 7.224, P = 0.007). These findings reveal significant interactive effects among variants in SLC6A4-HTR3A-HTR3B affecting AD. Further studies are needed to confirm these findings and characterize the molecular mechanisms underlying these effects.",Human genetics,"Seneviratne, Chamindi,Franklin, Jason,Beckett, Katherine,Ma, Jennie Z,Ait-Daoud, Nassima,Payne, Thomas J,Johnson, Bankole A,Li, Ming D","Genome-Wide Association Study,Polymorphism, Single Nucleotide","ad,GWAS,AD,SNP"
23758758,PMC3701550,2013,"The AMEL study, a cross sectional population-based survey on aging and malnutrition in 1200 elderly Lebanese living in rural settings: protocol and sample characteristics.","Lebanon is faced with a particular challenge because of large socioeconomic inequality and accelerated demographic transition. Rural residents seem more vulnerable because of limited access to transport, health and social services. No information is available regarding health, nutrition and living conditions of this specific population. The purpose of the AMEL (Aging and Malnutrition in Elderly Lebanese) study is to assess the nutritional status of community dwelling elderly people, aged 65 years and above, living in a rural settings in Lebanon, in line of socioeconomic factors, health and living conditions. The present paper will describe the gender specific characteristics of the study population. AMEL is a cross-sectional population based study conducted between April 2011 and April 2012 including 1200 elderly individuals living in the 24 rural Caza (districts) of Lebanon. People aged greater than or equal to 65 y were randomly selected through multistage cluster sampling. Subjects were interviewed at their homes by trained interviewers. The questionnaire included the following measures: socio-demographic factors, nutritional status (Mini Nutritional Assessment, MNA), health related characteristics, functional ability, cognitive status, mood and social network. The sample included 591 men (49.3%) and 609 women (50.8%). Mean age was 75.32 years and similar between genders. Malnutrition (MNA < 17) and risk of malnutrition (MNA between 17 and 23.5) were present in 8.0% (95%CI 4.9%-11.1%) and 29.1% (95%CI 24.0%-34.2%) respectively of the participants, and more frequent in women (9.1% and 35.3% respectively). Regarding socio-demographic status, among women the level of illiteracy and poor income was significantly higher than in men. Moreover, chronic diseases, poor self perceived health, frailty, functional disability, depressive symptoms and cognitive impairment were particularly high and significantly more frequent in women than in men. The present study provides unique information about nutritional status, health and living conditions of community dwelling rural residents of Lebanon. These findings may alert policy makers to plan appropriate intervention in order to improve the quality of life and increase successful aging.",BMC public health,"Boulos, Christa,Salameh, Pascale,Barberger-Gateau, Pascale",,"Aged,cognitive impairment"
23762230,PMC3677889,2013,Enhancing the power of genetic association studies through the use of silver standard cases derived from electronic medical records.,"The feasibility of using imperfectly phenotyped ""silver standard"" samples identified from electronic medical record diagnoses is considered in genetic association studies when these samples might be combined with an existing set of samples phenotyped with a gold standard technique. An analytic expression is derived for the power of a chi-square test of independence using either research-quality case/control samples alone, or augmented with silver standard data. The subset of the parameter space where inclusion of silver standard samples increases statistical power is identified. A case study of dementia subjects identified from electronic medical records from the Electronic Medical Records and Genomics (eMERGE) network, combined with subjects from two studies specifically targeting dementia, verifies these results.",PloS one,"McDavid, Andrew,Crane, Paul K,Newton, Katherine M,Crosslin, David R,McCormick, Wayne,Weston, Noah,Ehrlich, Kelly,Hart, Eugene,Harrison, Robert,Kukull, Walter A,Rottscheit, Carla,Peissig, Peggy,Stefanski, Elisha,McCarty, Catherine A,Zuvich, Rebecca Lynn,Ritchie, Marylyn D,Haines, Jonathan L,Denny, Joshua C,Schellenberg, Gerard D,de Andrade, Mariza,Kullo, Iftikhar,Li, Rongling,Mirel, Daniel,Crenshaw, Andrew,Bowen, James D,Li, Ge,Tsuang, Debby,McCurry, Susan,Teri, Linda,Larson, Eric B,Jarvik, Gail P,Carlson, Chris S","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genetic association,dementia"
23840674,PMC3696106,2013,Opposite roles of NMDA receptors in relapsing and primary progressive multiple sclerosis.,"Synaptic transmission and plasticity mediated by NMDA receptors (NMDARs) could modulate the severity of multiple sclerosis (MS). Here the role of NMDARs in MS was first explored in 691 subjects carrying specific allelic variants of the NR1 subunit gene or of the NR2B subunit gene of this glutamate receptor. The analysis was replicated for significant SNPs in an independent sample of 1548 MS subjects. The C allele of rs4880213 was found to be associated with reduced NMDAR-mediated cortical excitability, and with increased probability of having more disability than the CT/TT MS subjects. MS severity was higher in the CC group among relapsing-remitting MS (RR-MS) patients, while primary progressive MS (PP-MS) subjects homozygous for the T allele had more pronounced clinical worsening. Mean time to first relapse, but not to an active MRI scan, was lower in the CC group of RR-MS patients, and the number of subjects with two or more clinical relapses in the first two years of the disease was higher in CC compared to CT/TT group. Furthermore, the percentage of relapses associated with residual disability was lower in subjects carrying the T allele. Lesion load at the MRI was conversely unaffected by the C or T allele of this SNP in RR-MS patients. Axonal and neuronal degeneration at the optical coherence tomography was more severe in the TT group of PP-MS patients, while reduced retinal nerve fiber thickness had less consequences on visual acuity in RR-MS patients bearing the T allele. Finally, the T allele was associated with preserved cognitive abilities at the Rao's brief repeatable neuropsychological battery in RR-MS. Signaling through glutamate NMDARs enhances both compensatory synaptic plasticity and excitotoxic neurodegeneration, impacting in opposite ways on RR-MS and PP-MS pathophysiological mechanisms.",PloS one,"Rossi, Silvia,Studer, Valeria,Moscatelli, Alessandro,Motta, Caterina,Coghe, Giancarlo,Fenu, Giuseppe,Caillier, Stacy,Buttari, Fabio,Mori, Francesco,Barbieri, Francesca,Castelli, Maura,De Chiara, Valentina,Monteleone, Fabrizia,Mancino, Raffaele,Bernardi, Giorgio,Baranzini, Sergio E,Marrosu, Maria G,Oksenberg, Jorge R,Centonze, Diego","Genetic Association Studies,Polymorphism, Single Nucleotide","ad,neurodegeneration,SNP,AD"
23886662,PMC3820131,2013,A genome-wide association study of atopic dermatitis identifies loci with overlapping effects on asthma and psoriasis.,"Atopic dermatitis (AD) is the most common dermatological disease of childhood. Many children with AD have asthma and AD shares regions of genetic linkage with psoriasis, another chronic inflammatory skin disease. We present here a genome-wide association study (GWAS) of childhood-onset AD in 1563 European cases with known asthma status and 4054 European controls. Using Illumina genotyping followed by imputation, we generated 268 034 consensus genotypes and in excess of 2 million single nucleotide polymorphisms (SNPs) for analysis. Association signals were assessed for replication in a second panel of 2286 European cases and 3160 European controls. Four loci achieved genome-wide significance for AD and replicated consistently across all cohorts. These included the epidermal differentiation complex (EDC) on chromosome 1, the genomic region proximal to LRRC32 on chromosome 11, the RAD50/IL13 locus on chromosome 5 and the major histocompatibility complex (MHC) on chromosome 6; reflecting action of classical HLA alleles. We observed variation in the contribution towards co-morbid asthma for these regions of association. We further explored the genetic relationship between AD, asthma and psoriasis by examining previously identified susceptibility SNPs for these diseases. We found considerable overlap between AD and psoriasis together with variable coincidence between allergic rhinitis (AR) and asthma. Our results indicate that the pathogenesis of AD incorporates immune and epidermal barrier defects with combinations of specific and overlapping effects at individual loci.",Human molecular genetics,"Weidinger, Stephan,Willis-Owen, Saffron A G,Kamatani, Yoichiro,Baurecht, Hansjörg,Morar, Nilesh,Liang, Liming,Edser, Pauline,Street, Teresa,Rodriguez, Elke,O'Regan, Grainne M,Beattie, Paula,Fölster-Holst, Regina,Franke, Andre,Novak, Natalija,Fahy, Caoimhe M,Winge, Mårten C G,Kabesch, Michael,Illig, Thomas,Heath, Simon,Söderhäll, Cilla,Melén, Erik,Pershagen, Göran,Kere, Juha,Bradley, Maria,Lieden, Agne,Nordenskjold, Magnus,Harper, John I,McLean, W H Irwin,Brown, Sara J,Cookson, William O C,Lathrop, G Mark,Irvine, Alan D,Moffatt, Miriam F","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,AD,SNP,genome-wide association,polymorphisms,GWAS"
23953852,PMC4286179,2013,Genome-wide association studies of maximum number of drinks.,"Maximum number of drinks (MaxDrinks) defined as ""Maximum number of alcoholic drinks consumed in a 24-h period"" is an intermediate phenotype that is closely related to alcohol dependence (AD). Family, twin and adoption studies have shown that the heritability of MaxDrinks is approximately 0.5. We conducted the first genome-wide association (GWA) study and meta-analysis of MaxDrinks as a continuous phenotype. 1059 individuals were from the Collaborative Study on the Genetics of Alcoholism (COGA) sample and 1628 individuals were from the Study of Addiction - Genetics and Environment (SAGE) sample. Family sample with 3137 individuals was from the Australian twin-family study of alcohol use disorder (OZALC). Two population-based Caucasian samples (COGA and SAGE) with 1 million single-nucleotide polymorphisms (SNPs) were used for gene discovery and one family-based Caucasian sample was used for replication. Through meta-analysis we identified 162 SNPs associated with MaxDirnks (p < 10(-4)). The most significant association with MaxDrinks was observed with SNP rs11128951 (p = 4.27 × 10(-8)) near SGOL1 gene at 3p24.3. Furthermore, several SNPs (rs17144687 near DTWD2, rs12108602 near NDST4, and rs2128158 in KCNB2) showed significant associations with MaxDrinks (p < 5 × 10(-7)) in the meta-analysis. Especially, 8 SNPs in DDC gene showed significant associations with MaxDrinks (p < 5 × 10(-7)) in the SAGE sample. Several flanking SNPs in above genes/regions were confirmed in the OZALC family sample. In conclusions, we identified several genes/regions associated with MaxDrinks. These findings can improve the understanding about the pathogenesis of alcohol consumption phenotypes and alcohol-related disorders.",Journal of psychiatric research,"Pan, Yue,Luo, Xingguang,Liu, Xuefeng,Wu, Long-Yang,Zhang, Qunyuan,Wang, Liang,Wang, Weize,Zuo, Lingjun,Wang, Ke-Sheng","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,ad,AD,heritability,SNP,genome-wide association,meta-analysis,polymorphisms"
23957925,PMC3765501,2013,Toll-like receptor 9 promoter polymorphism is associated with decreased risk of Alzheimer's disease in Han Chinese.,"Toll-like receptors (TLRs), as major innate immune mediators, may be involved in clearance of cerebral amyloid-β (Aβ) deposits. Recently, a novel TLR9 signaling pathway has been uncovered, which is functionally associated with the immune inflammatory response and reducing Aβ burden in Alzheimer's disease (AD) mice. Therefore, TLR9 might represent a reasonable functional candidate gene for AD. Our study investigated 1,133 sporadic late-onset AD (LOAD) and 1,159 healthy controls matched for sex and age in a large Han Chinese population. One selected functional rs187084 polymorphism within the TLR9 gene was genotyped by polymerase chain reaction-ligase detection reaction in a case-control associated study. The TLR9 rs187084 variant homozygote GG was significantly associated with a decreased LOAD risk after adjusting for age, gender, and ApoE ε4 status by logistic regression analysis (P = 0.035). Our result showed significant evidence of the interaction of ApoE ε4 with rs187084. When we further stratified our data by the ApoE ε4 status, we detected significant differences in the genotype and allele distributions of rs187084 between LOAD patients and controls in ApoE ε4 carriers (P < 0.001, P = 0.003, respectively). Moreover, we examined TLR9 expression in peripheral blood monocytes by flow cytometry, and the GG genotype of the TLR9 rs187084 polymorphism was associated with a higher TLR9 expression than two other genotypes in LOAD patients. Our findings support the hypothesis that the TLR9 polymorphism may modify LOAD risk in the Han Chinese population.",Journal of neuroinflammation,"Wang, Ying-Li,Tan, Meng-Shan,Yu, Jin-Tai,Zhang, Wei,Hu, Nan,Wang, Hui-Fu,Jiang, Teng,Tan, Lan",Alzheimer Disease/genetics,"late-onset,ad,apoe,AD,Alzheimer"
23982958,PMC3962987,2013,YWHAE/14-3-3ε: a potential novel genetic risk factor and CSF biomarker for HIV neurocognitive impairment.,"YWHAE (14-3-3ε) protein levels are considered to be a reliable biomarker for neurodegeneration. The YWHAE protein interacts both directly and indirectly with human immunodeficiency virus (HIV) accessory proteins, leading to cell death. The purpose of this study was to examine the relationship between YWHAE polymorphisms and HIV-associated neurocognitive disorder (HAND) and the relationship between YWHAE protein levels and HAND. A cross-sectional study using random samples of HIV-seropositive (n = 20) and HIV-seronegative (controls) (n = 16) women from the Hispanic-Latino Longitudinal Cohort of Women was conducted. Individuals who are HIV-seropositive and heterozygous at the rs4790084/rs1204828 loci in the YWHAE gene were 3× more likely to display reduced cognitive functioning, to have received a HAND diagnosis, and to have less YHWAE protein expressed than homozygotes. Western blots from cerebral spinal fluid indicate that the HIV-seropositive women with HAND expressed 4.5× less YWHAE compared to HIV-seropositive cognitively normal women (94 % sensitivity, 84 % specificity; HIV-seropositive vs. controls). Therefore, polymorphism in YWHAE may be a genetic risk factor for HAND and levels of YWHAE protein are a likely biomarker for neurocognitive status in HIV-seropositive women.",Journal of neurovirology,"Morales, Diana,Hechavarria, Rosa,Wojna, Valerie,Acevedo, Summer F",,"ad,AD,cognitive impairment,genetic risk,neurodegeneration,polymorphisms"
23991104,PMC3753249,2013,Genome-wide copy number variation in sporadic amyotrophic lateral sclerosis in the Turkish population: deletion of EPHA3 is a possible protective factor.,"The genome-wide presence of copy number variations (CNVs), which was shown to affect the expression and function of genes, has been recently suggested to confer risk for various human disorders, including Amyotrophic Lateral Sclerosis (ALS). We have performed a genome-wide CNV analysis using PennCNV tool and 733K GWAS data of 117 Turkish ALS patients and 109 matched healthy controls. Case-control association analyses have implicated the presence of both common (>5%) and rare (<5%) CNVs in the Turkish population. In the framework of this study, we identified several common and rare loci that may have an impact on ALS pathogenesis. None of the CNVs associated has been implicated in ALS before, but some have been reported in different types of cancers and autism. The most significant associations were shown for 41 kb and 15 kb intergenic heterozygous deletions (Chr11: 50,545,009-50,586,426 and Chr19: 20,860,930-20,875,787) both contributing to increased risk for ALS. CNVs in coding regions of the MAP4K3, HLA-B, EPHA3 and DPYD genes were detected however, after validation by Log R Ratio (LRR) values and TaqMan CNV genotyping, only EPHA3 deletion remained as a potential protective factor for ALS (p = 0.0065024). Based on the knowledge that EPHA4 has been previously shown to rescue SOD1 transgenic mice from ALS phenotype and prolongs survival, EPHA3 may be a promising candidate for therepuetic interventions.",PloS one,"Uyan, Özgün,Ömür, Özgür,Ağım, Zeynep Sena,Özoğuz, Aslıhan,Li, Hong,Parman, Yeşim,Deymeer, Feza,Oflazer, Piraye,Koç, Filiz,Tan, Ersin,Özçelik, Hilmi,Başak, A Nazlı",Amyotrophic Lateral Sclerosis/genetics,"ad,genome-wide,Amyotrophic Lateral Sclerosis,AD,GWAS"
24078558,PMC3856629,2013,HIV-related cognitive impairment shows bi-directional association with dopamine receptor DRD1 and DRD2 polymorphisms in substance-dependent and substance-independent populations.,"It has been postulated that drugs of abuse act synergistically with HIV, leading to increased neurotoxicity and neurocognitive impairment. The CNS impacts of HIV and drug use converge on the mesocorticolimbic dopamine (DA) system, which contains two main receptor subtypes: dopamine receptors 1 (DRD1) and 2 (DRD2). DRD1 and DRD2 have been linked to substance dependence; whether they predict HIV-associated neurocognitive disorder (HAND) is unclear. Using an advanced-stage HIV+ population, we sought to determine if drug dependence impacts the contribution of DA receptor polymorphisms on neurocognition. We observed that both DRD1 and DRD2 polymorphisms were associated with opiate and cocaine dependence (P < 0.05) in Caucasian subjects, but not African-American individuals. Using linear regression analysis, we examined the polymorphisms for associations with neuropsychological performance in global and cognitive domain T-scores (Motor, Processing Speed, Verbal Fluency, Learning, Memory, Executive Functioning, Working Memory) while controlling for opiate and cocaine dependency. In the Motor domain, we observed an association for two DRD2 polymorphisms (P < 0.05) in Caucasian subjects. The effects differed for substance dependence groups as the direction of the correlations with DRD2 were opposite to what was seen in subjects without these dependencies. In African-American subjects, associations were observed in nearly every domain, and again, the direction of the correlation differed between substance-dependent and substance-independent groups. We conclude that studies to examine genetic risk for HAND must carefully account for substance dependence patterns when assaying dopaminergic systems, as the neurobiological substrates of cognition in HIV populations may vary with tonic alterations secondary to chronic substance exposures.",Journal of neurovirology,"Jacobs, Michelle M,Murray, Jacinta,Byrd, Desiree A,Hurd, Yasmin L,Morgello, Susan",,"ad,AD,cognitive impairment,genetic risk,polymorphisms"
24084074,PMC3834151,2013,Tmem79/Matt is the matted mouse gene and is a predisposing gene for atopic dermatitis in human subjects.,"Atopic dermatitis (AD) is a major inflammatory condition of the skin caused by inherited skin barrier deficiency, with mutations in the filaggrin gene predisposing to development of AD. Support for barrier deficiency initiating AD came from flaky tail mice, which have a frameshift mutation in Flg and also carry an unknown gene, matted, causing a matted hair phenotype. We sought to identify the matted mutant gene in mice and further define whether mutations in the human gene were associated with AD. A mouse genetics approach was used to separate the matted and Flg mutations to produce congenic single-mutant strains for genetic and immunologic analysis. Next-generation sequencing was used to identify the matted gene. Five independently recruited AD case collections were analyzed to define associations between single nucleotide polymorphisms (SNPs) in the human gene and AD. The matted phenotype in flaky tail mice is due to a mutation in the Tmem79/Matt gene, with no expression of the encoded protein mattrin in the skin of mutant mice. Matt(ft) mice spontaneously have dermatitis and atopy caused by a defective skin barrier, with mutant mice having systemic sensitization after cutaneous challenge with house dust mite allergens. Meta-analysis of 4,245 AD cases and 10,558 population-matched control subjects showed that a missense SNP, rs6684514, [corrected] in the human MATT gene has a small but significant association with AD. In mice mutations in Matt cause a defective skin barrier and spontaneous dermatitis and atopy. A common SNP in MATT has an association with AD in human subjects.",The Journal of allergy and clinical immunology,"Saunders, Sean P,Goh, Christabelle S M,Brown, Sara J,Palmer, Colin N A,Porter, Rebecca M,Cole, Christian,Campbell, Linda E,Gierlinski, Marek,Barton, Geoffrey J,Schneider, Georg,Balmain, Allan,Prescott, Alan R,Weidinger, Stephan,Baurecht, Hansjörg,Kabesch, Michael,Gieger, Christian,Lee, Young-Ae,Tavendale, Roger,Mukhopadhyay, Somnath,Turner, Stephen W,Madhok, Vishnu B,Sullivan, Frank M,Relton, Caroline,Burn, John,Meggitt, Simon,Smith, Catherine H,Allen, Michael A,Barker, Jonathan N W N,Reynolds, Nick J,Cordell, Heather J,Irvine, Alan D,McLean, W H Irwin,Sandilands, Aileen,Fallon, Padraic G","Polymorphism, Single Nucleotide","ad,single nucleotide polymorphism,AD,SNP,meta-analysis,polymorphisms"
24141082,PMC3863933,2013,ABCA7 expression is associated with Alzheimer's disease polymorphism and disease status.,"Genome-wide association studies (GWAS) have implicated a series of single nucleotide polymorphisms (SNPs) in Alzheimer's disease (AD) risk. Elucidating the function of these SNPs is critical to identify the underlying pathways and, potentially, novel therapeutic agents. SNPs within the gene ATP binding cassette A7 (ABCA7) reached significance in these studies, warranting investigation into their actions. Here, we analyzed ABCA7 expression in a set of human brain samples as a function of AD-associated SNPs and AD status. We report that the rs3764650T allele that decreases AD risk is associated with increased ABCA7 expression. However, ABCA7 expression is increased in AD individuals. We interpret our findings as suggesting a model wherein increased ABCA7 expression reduces AD risk and that the increased ABCA7 observed in AD reflects an inadequate compensatory change.",Neuroscience letters,"Vasquez, Jared B,Fardo, David W,Estus, Steven","Genetic Association Studies,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,AD,Alzheimer,SNP,genome-wide association,polymorphisms,GWAS"
24176883,PMC3878804,2013,DJ1 analysis in a large cohort of Italian early onset Parkinson Disease patients.,"We analyzed the DJ1 gene in a large consecutive series (N=163) of Italian unrelated Early Onset Parkinson Disease (EOPD: onset ≤40 years of age) patients and 100 healthy controls (mean age 64 ± 7 years). No homozygous or compound heterozygous mutations with an obvious pathogenic effect were found. Several variants were identified, some of which were novels. All variants had similar frequency in patients and in controls. Our data suggest that DJ1 mutations are very rare in Italian EOPD. Other genes and risk factors for PD are still to be identified.",Neuroscience letters,"Sironi, Francesca,Primignani, Paola,Ricca, Sara,Tunesi, Sara,Zini, Michela,Tesei, Silvana,Cilia, Roberto,Pezzoli, Gianni,Seia, Manuela,Goldwurm, Stefano",,"ad,AD,Risk Factors,Parkinson Disease"
24193727,PMC3849962,2013,Angiotensin-converting enzyme gene variants are associated with both cortisol secretion and late-life depression.,"Angiotensin-converting enzyme (ACE) is assumed to influence the activity of the hypothalamic-pituitary-adrenocortical (HPA) axis, which shows hyperactivity in depressed patients. ACE could thus be a promising candidate gene for late-life depression but this has not been examined previously. Depression was assessed in 1005 persons aged at least 65 years, at baseline and over the 10-year follow-up. A clinical level of depression (DEP) was defined as having a score of > or =16 on the Centre for Epidemiology Studies-Depression scale or a diagnosis of current major depression based on the Mini International Neuropsychiatric Interview and according to DSM-IV criteria. Seven single-nucleotide polymorphisms (SNPs) in the ACE gene were genotyped and diurnal cortisol secretion, as an index of HPA axis activity, was measured. Multivariable analyses were adjusted for socio-demographic and vascular factors, cognitive impairment, and apolipoprotein E. Strong significant associations were found between all seven SNPs and DEP and, in particular, first-onset DEP in persons without a past history of depression (P-values ranging from 0.005 to 0.0004). These associations remained significant after correction for multiple testing. The genotypes that were associated with an increased risk of DEP were also significantly associated with an increase in cortisol secretion under stress conditions. Variants of the ACE gene influence cortisol secretion and appear as susceptibility factors for late-life depression in the elderly population. Whether this could represent a common pathophysiological mechanism linking HPA axis and late-life depression remains to be explored.",Translational psychiatry,"Ancelin, M L,Carrière, I,Scali, J,Ritchie, K,Chaudieu, I,Ryan, J","Polymorphism, Single Nucleotide","ad,Aged,AD,cognitive impairment,SNP,polymorphisms"
24205078,PMC3813579,2013,A one-degree-of-freedom test for supra-multiplicativity of SNP effects.,"Deviation from multiplicativity of genetic risk factors is biologically plausible and might explain why Genome-wide association studies (GWAS) so far could unravel only a portion of disease heritability. Still, evidence for SNP-SNP epistasis has rarely been reported, suggesting that 2-SNP models are overly simplistic. In this context, it was recently proposed that the genetic architecture of complex diseases could follow limiting pathway models. These models are defined by a critical risk allele load and imply multiple high-dimensional interactions. Here, we present a computationally efficient one-degree-of-freedom ""supra-multiplicativity-test"" (SMT) for SNP sets of size 2 to 500 that is designed to detect risk alleles whose joint effect is fortified when they occur together in the same individual. Via a simulation study we show that the SMT is powerful in the presence of threshold models, even when only about 30-45% of the model SNPs are available. In addition, we demonstrate that the SMT outperforms standard interaction analysis under recessive models involving just a few SNPs. We apply our test to 10 consensus Alzheimer's disease (AD) susceptibility SNPs that were previously identified by GWAS and obtain evidence for supra-multiplicativity ([Formula: see text]) that is not attributable to either two-way or three-way interaction.",PloS one,"Herold, Christine,Ramirez, Alfredo,Drichel, Dmitriy,Lacour, André,Vaitsiakhovich, Tatsiana,Nöthen, Markus M,Jessen, Frank,Maier, Wolfgang,Becker, Tim","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,ad,AD,genetic risk,heritability,Risk Factors,SNP,genome-wide association,Alzheimer,GWAS"
23362995,PMC3664249,2014,Using genetic information from candidate gene and genome-wide association studies in risk prediction for alcohol dependence.,"Family-based and genome-wide association studies (GWAS) of alcohol dependence (AD) have reported numerous associated variants. The clinical validity of these variants for predicting AD compared with family history information has not been reported. Using the Collaborative Study on the Genetics of Alcoholism (COGA) and the Study of Addiction: Genes and Environment (SAGE) GWAS samples, we examined the aggregate impact of multiple single nucleotide polymorphisms (SNPs) on risk prediction. We created genetic sum scores by adding risk alleles associated in discovery samples, and then tested the scores for their ability to discriminate between cases and controls in validation samples. Genetic sum scores were assessed separately for SNPs associated with AD in candidate gene studies and SNPs from GWAS analyses that met varying P-value thresholds. Candidate gene sum scores did not exhibit significant predictive accuracy. Family history was a better classifier of case-control status, with a significant area under the receiver operating characteristic curve (AUC) of 0.686 in COGA and 0.614 in SAGE. SNPs that met less stringent P-value thresholds of 0.01-0.50 in GWAS analyses yielded significant AUC estimates, ranging from mean estimates of 0.549 for SNPs with P < 0.01 to 0.565 for SNPs with P < 0.50. This study suggests that SNPs currently have limited clinical utility, but there is potential for enhanced predictive ability with better understanding of the large number of variants that might contribute to risk.",Addiction biology,"Yan, Jia,Aliev, Fazil,Webb, Bradley T,Kendler, Kenneth S,Williamson, Vernell S,Edenberg, Howard J,Agrawal, Arpana,Kos, Mark Z,Almasy, Laura,Nurnberger, John I,Schuckit, Marc A,Kramer, John R,Rice, John P,Kuperman, Samuel,Goate, Alison M,Tischfield, Jay A,Porjesz, Bernice,Dick, Danielle M","Genetic Association Studies,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,AD,SNP,genome-wide association,polymorphisms,GWAS"
23727081,PMC3809344,2014,Variants in PPP3R1 and MAPT are associated with more rapid functional decline in Alzheimer's disease: the Cache County Dementia Progression Study.,"Single-nucleotide polymorphisms (SNPs) located in the gene encoding the regulatory subunit of the protein phosphatase 2B (PPP3R1, rs1868402) and the microtubule-associated protein tau (MAPT, rs3785883) gene were recently associated with higher cerebrospinal fluid (CSF) tau levels in samples from the Knight Alzheimer's Disease Research Center at Washington University (WU) and Alzheimer's Disease Neuroimaging Initiative (ADNI). In these same samples, these SNPs were also associated with faster functional decline, or progression of Alzheimer's disease (AD) as measured by the Clinical Dementia Rating sum of boxes scores (CDR-sb). We attempted to validate the latter association in an independent, population-based sample of incident AD cases from the Cache County Dementia Progression Study (DPS). All 92 AD cases from the DPS with a global CDR-sb ≤1 (mild) at initial clinical assessment who were later assessed on CDR-sb data on at least two other time points were genotyped at the two SNPs of interest (rs1868402 and rs3785883). We used linear mixed models to estimate associations between these SNPs and CDR-sb trajectory. All analyses were performed using Proc Mixed in SAS. Although we observed no association between rs3785883 or rs1868402 alone and change in CDR-sb (P > .10), there was a significant association between a combined genotype model and change in CDR-sb: carriers of the high-risk genotypes at both loci progressed >2.9 times faster than noncarriers (P = .015). When data from DPS were combined with previously published data from WU and ADNI, change in CDR-sb was 30% faster for each copy of the high-risk allele at rs3785883 (P = .0082) and carriers of both high-risk genotypes at both loci progressed 6 times faster (P < .0001) than all others combined. We replicate a previous report by Cruchaga et al that specific variations in rs3785883 and rs1868402 are associated with accelerated progression of AD. Further characterization of this association will provide a better understanding of how genetic factors influence the rate of progression of AD and could provide novel insights into preventative and therapeutic strategies.",Alzheimer's & dementia : the journal of the Alzheimer's Association,"Peterson, David,Munger, Caitlin,Crowley, Jared,Corcoran, Chris,Cruchaga, Carlos,Goate, Alison M,Norton, Maria C,Green, Robert C,Munger, Ronald G,Breitner, John C S,Welsh-Bohmer, Kathleen A,Lyketsos, Constantine,Tschanz, Joann,Kauwe, John S K","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide,tau Proteins/genetics","ad,dementia,AD,SNP,polymorphisms,Alzheimer"
