pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
21545724,PMC3112079,2011,Serotonin transporter gene polymorphisms and brain function during emotional distraction from cognitive processing in posttraumatic stress disorder.,"Serotonergic system dysfunction has been implicated in posttraumatic stress disorder (PTSD). Genetic polymorphisms associated with serotonin signaling may predict differences in brain circuitry involved in emotion processing and deficits associated with PTSD. In healthy individuals, common functional polymorphisms in the serotonin transporter gene (SLC6A4) have been shown to modulate amygdala and prefrontal cortex (PFC) activity in response to salient emotional stimuli. Similar patterns of differential neural responses to emotional stimuli have been demonstrated in PTSD but genetic factors influencing these activations have yet to be examined. We investigated whether SLC6A4 promoter polymorphisms (5-HTTLPR, rs25531) and several downstream single nucleotide polymorphisms (SNPs) modulated activity of brain regions involved in the cognitive control of emotion in post-9/11 veterans with PTSD. We used functional MRI to examine neural activity in a PTSD group (n = 22) and a trauma-exposed control group (n = 20) in response to trauma-related images presented as task-irrelevant distractors during the active maintenance period of a delayed-response working memory task. Regions of interest were derived by contrasting activation for the most distracting and least distracting conditions across participants. In patients with PTSD, when compared to trauma-exposed controls, rs16965628 (associated with serotonin transporter gene expression) modulated task-related ventrolateral PFC activation and 5-HTTLPR tended to modulate left amygdala activation. Subsequent to combat-related trauma, these SLC6A4 polymorphisms may bias serotonin signaling and the neural circuitry mediating cognitive control of emotion in patients with PTSD. The SLC6A4 SNP rs16965628 and 5-HTTLPR are associated with a bias in neural responses to traumatic reminders and cognitive control of emotions in patients with PTSD. Functional MRI may help identify intermediate phenotypes and dimensions of PTSD that clarify the functional link between genes and disease phenotype, and also highlight features of PTSD that show more proximal influence of susceptibility genes compared to current clinical categorizations.",BMC psychiatry,"Morey, Rajendra A,Hariri, Ahmad R,Gold, Andrea L,Hauser, Michael A,Munger, Heidi J,Dolcos, Florin,McCarthy, Gregory","Polymorphism, Single Nucleotide","single nucleotide polymorphism,gene expression,polymorphisms,cognitive,SNP,phenotype"
21594895,PMC3159840,2011,"When is the absence of evidence, evidence of absence? Use of equivalence-based analyses in genetic epidemiology and a conclusion for the KIF1B rs10492972*C allelic association in multiple sclerosis.","Statistical equivalence methods have been in development since the late 1980s in order to provide an appropriate statistical methodology to address nondifferences in biological experiments. This is analogous to genetic association studies in which a polymorphism ""is not associated"" with a trait. We applied the equivalence method to genetic data to confirm that an association between the KIF1B (kinesin family member1B) rs10492972 allele and multiple sclerosis (MS), reported in Nature Genetics in 2008, is present neither in eight data sets of cases and controls nor in three independent data sets of the International Multiple Sclerosis Genetic Consortium. When the data sets are considered together, a nonsuperiority test excludes the rs10492972*C allele as a major ""risk"" allele for MS with a high degree of confidence (P = 1.18 × 10(-4) ). We propose that equivalence methods are more appropriate for stating that a polymorphism does not contribute to disease susceptibility. If an equivalence test applied to genetic data sets fails to reveal an association based on standard methods, it demonstrates that there is no genetic association-i.e., the absence of evidence is evidence of absence. When reporting genetic association based on a cohort of a limited size, caution is needed regardless of how attractive the underlying biological rationale is. The data gathered for KIF1B in MS also underscore the need for very large sample sizes with the appropriate equivalence statistical methods in order to exclude reported false-positive results.",Genetic epidemiology,"Gourraud, Pierre-Antoine",,"genetic association,AD,sclerosis"
21614020,PMC3387803,2011,The rs4774 CIITA missense variant is associated with risk of systemic lupus erythematosus.,"The major histocompatibility complex (MHC) class II transactivator gene (CIITA) encodes an important transcription factor required for human leukocyte antigens (HLA) class II MHC-restricted antigen presentation. MHC genes, including the HLA class II DRB1*03:01 allele, are strongly associated with systemic lupus erythematosus (SLE). Recently the rs4774 CIITA missense variant (+1632G/C) was reported to be associated with susceptibility to multiple sclerosis. In the current study, we investigated CIITA, DRB1*03:01 and risk of SLE using a multi-stage analysis. In stage 1, 9 CIITA variants were tested in 658 cases and 1363 controls (N=2021). In stage 2, rs4774 was tested in 684 cases and 2938 controls (N=3622). We also performed a meta-analysis of the pooled 1342 cases and 4301 controls (N=5643). In stage 1, rs4774(*)C was associated with SLE (odds ratio (OR)=1.24, 95% confidence interval (95% CI)=1.07-1.44, P=4.2 × 10(-3)). Similar results were observed in stage 2 (OR=1.16, 95% CI=1.02-1.33, P=8.5 × 10(-3)) and the meta-analysis of the combined data set (OR=1.20, 95% CI=1.09-1.33, P(meta)=2.5 × 10(-4)). In all three analyses, the strongest evidence for association between rs4774(*)C and SLE was present in individuals who carried at least one copy of DRB1*03:01 (P(meta)=1.9 × 10(-3)). Results support a role for CIITA in SLE, which appears to be stronger in the presence of DRB1*03:01.",Genes and immunity,"Bronson, P G,Goldstein, B A,Ramsay, P P,Beckman, K B,Noble, J A,Lane, J A,Seldin, M F,Kelly, J A,Harley, J B,Moser, K L,Gaffney, P M,Behrens, T W,Criswell, L A,Barcellos, L F","Polymorphism, Single Nucleotide","sclerosis,meta-analysis"
21654844,PMC3640650,2011,Genome-wide association study of severity in multiple sclerosis.,"Multiple sclerosis (MS) is a chronic inflammatory disorder of the central nervous system with a strong genetic component. Several lines of evidence support a strong role for genetic factors influencing both disease susceptibility and clinical outcome in MS. Identification of genetic variants that distinguish particular disease subgroups and/or predict a severe clinical outcome is critical to further our understanding of disease mechanisms and guide development of effective therapeutic approaches. We studied 1470 MS cases and performed a genome-wide association study of more than 2.5 million single-nucleotide polymorphisms to identify loci influencing disease severity, measured using the MS severity score (MSSS), a measure of clinical disability. Of note, no single result achieved genome-wide significance. Furthermore, variants within previously confirmed MS susceptibility loci do not appear to influence severity. Although bioinformatic analyses highlight certain pathways that are over-represented in our results, we conclude that the genetic architecture of disease severity is likely polygenic and comprised of modest effects, similar to what has been described for MS susceptibility, to date. However, a role for major effects of rare variants cannot be excluded. Importantly, our results also show the MSSS, when considered as a binary or continuous phenotype variable is by comparison a stable outcome.",Genes and immunity,,"Genome-Wide Association Study,Polymorphism, Single Nucleotide","sclerosis,genetic variant,polygenic,polymorphisms,genome-wide,phenotype,genome-wide association"
21654846,PMC3361962,2011,SNP-based analysis of the HLA locus in Japanese multiple sclerosis patients.,"Although several major histocompatibility complex (MHC)-wide single-nucleotide polymorphism (SNP) studies have been performed in populations of European descent, none have been performed in Asian populations. The objective of this study was to identify human leukocyte antigen (HLA) loci associated with multiple sclerosis (MS) in a Japanese population genotyped for 3534 MHC region SNPs. Using a logistic regression model, two SNPs (MHC Class III SNP rs422951 in the NOTCH4 gene and MHC Class II SNP rs3997849, susceptible alleles A and G, respectively) were independently associated with MS susceptibility (204 patients; 280 controls), two (MHC Class II SNP rs660895 and MHC Class I SNP rs2269704 in the NRM gene, susceptible alleles G and G, respectively) with aquaporin-4- (AQP4-) MS susceptibility (149 patients; 280 controls) and a single SNP (MHC Class II SNP rs1694112, susceptible allele G) was significant when contrasting AQP4+ against AQP4- patients. Haplotype analysis revealed a large susceptible association, likely DRB1*04 or a locus included in the DRB1*04 haplotype, with AQP4- MS, which excluded DRB1*15:01. This study is the largest study of the HLA's contribution to MS in Japanese individuals.",Genes and immunity,"McElroy, J P,Isobe, N,Gourraud, P A,Caillier, S J,Matsushita, T,Kohriyama, T,Miyamoto, K,Nakatsuji, Y,Miki, T,Hauser, S L,Oksenberg, J R,Kira, J","Genetic Association Studies,Polymorphism, Single Nucleotide","genotype,haplotype,SNP,sclerosis"
21661047,PMC3346677,2011,Genomewide linkage study of modifiers of LRRK2-related Parkinson's disease.,"Mutations in the leucine-rich repeat kinase 2 gene, located at 12q12, are the most common known genetic causes of Parkinson's disease. Studies of leucine-rich repeat kinase 2 mutation carriers have shown incomplete and age-dependent penetrance, and previous studies have suggested that inherited susceptibility factors may modify the penetrance of leucine-rich repeat kinase 2 mutations. Genomewide linkage to age of onset of leucine-rich repeat kinase 2-related Parkinson's disease was evaluated in a sample of 113 leucine-rich repeat kinase 2 mutation carriers from 64 families using single-nucleotide polymorphism data from the Illumina HumanCNV370 genotyping array. Association between onset age and single-nucleotide polymorphisms under suggestive linkage peaks was also evaluated. The top logarithmic odds score for onset age (logarithmic odds score = 2.43) was in the chromosome 1q32.1 region. Moderate linkage to onset was also identified at 16q12.1 (logarithmic odds score = 1.58). Examination of single-nucleotide polymorphism association to Parkinson's disease onset under the linkage peaks revealed no statistically significant single-nucleotide polymorphism associations. The 2 novel genomic regions identified may harbor modifiers of leucine-rich repeat kinase 2-related Parkinson's disease onset age or penetrance, and further study of these regions may provide important insight into leucine-rich repeat kinase 2-related Parkinson's disease.",Movement disorders : official journal of the Movement Disorder Society,"Latourelle, Jeanne C,Hendricks, Audrey E,Pankratz, Nathan,Wilk, Jemma B,Halter, Cheryl,Nichols, William C,Gusella, James F,Destefano, Anita L,Myers, Richard H,Foroud, Tatiana","Parkinson Disease/genetics,Polymorphism, Single Nucleotide","polymorphisms,linkage,chromosome,parkinson"
21694764,PMC3111411,2011,Educational attainment: a genome wide association study in 9538 Australians.,"Correlations between Educational Attainment (EA) and measures of cognitive performance are as high as 0.8. This makes EA an attractive alternative phenotype for studies wishing to map genes affecting cognition due to the ease of collecting EA data compared to other cognitive phenotypes such as IQ. In an Australian family sample of 9538 individuals we performed a genome-wide association scan (GWAS) using the imputed genotypes of ∼2.4 million single nucleotide polymorphisms (SNP) for a 6-point scale measure of EA. Top hits were checked for replication in an independent sample of 968 individuals. A gene-based test of association was then applied to the GWAS results. Additionally we performed prediction analyses using the GWAS results from our discovery sample to assess the percentage of EA and full scale IQ variance explained by the predicted scores. The best SNP fell short of having a genome-wide significant p-value (p = 9.77×10(-7)). In our independent replication sample six SNPs among the top 50 hits pruned for linkage disequilibrium (r(2)<0.8) had a p-value<0.05 but only one of these SNPs survived correction for multiple testing--rs7106258 (p = 9.7*10(-4)) located in an intergenic region of chromosome 11q14.1. The gene based test results were non-significant and our prediction analyses show that the predicted scores explained little variance in EA in our replication sample. While we have identified a polymorphism chromosome 11q14.1 associated with EA, further replication is warranted. Overall, the absence of genome-wide significant p-values in our large discovery sample confirmed the high polygenic architecture of EA. Only the assembly of large samples or meta-analytic efforts will be able to assess the implication of common DNA polymorphisms in the etiology of EA.",PloS one,"Martin, Nicolas W,Medland, Sarah E,Verweij, Karin J H,Lee, S Hong,Nyholt, Dale R,Madden, Pamela A,Heath, Andrew C,Montgomery, Grant W,Wright, Margaret J,Martin, Nicholas G","Genome-Wide Association Study,Polymorphism, Single Nucleotide","single nucleotide polymorphism,polygenic,polymorphisms,cognitive,genome-wide,SNP,chromosome,linkage,AD,genotype,phenotype,genome-wide association,GWAS"
21738488,PMC3128098,2011,A two-stage meta-analysis identifies several new loci for Parkinson's disease.,"A previous genome-wide association (GWA) meta-analysis of 12,386 PD cases and 21,026 controls conducted by the International Parkinson's Disease Genomics Consortium (IPDGC) discovered or confirmed 11 Parkinson's disease (PD) loci. This first analysis of the two-stage IPDGC study focused on the set of loci that passed genome-wide significance in the first stage GWA scan. However, the second stage genotyping array, the ImmunoChip, included a larger set of 1,920 SNPs selected on the basis of the GWA analysis. Here, we analyzed this set of 1,920 SNPs, and we identified five additional PD risk loci (combined p<5×10(-10), PARK16/1q32, STX1B/16p11, FGF20/8p22, STBD1/4q21, and GPNMB/7p15). Two of these five loci have been suggested by previous association studies (PARK16/1q32, FGF20/8p22), and this study provides further support for these findings. Using a dataset of post-mortem brain samples assayed for gene expression (n = 399) and methylation (n = 292), we identified methylation and expression changes associated with PD risk variants in PARK16/1q32, GPNMB/7p15, and STX1B/16p11 loci, hence suggesting potential molecular mechanisms and candidate genes at these risk loci.",PLoS genetics,,"Genome-Wide Association Study,Parkinson Disease/genetics,Polymorphism, Single Nucleotide","gene expression,parkinson,risk loci,genome-wide,SNP,meta-analysis,methylation,AD,genome-wide association"
21765104,PMC3170719,2011,Evaluation of 19 autoimmune disease-associated loci with rheumatoid arthritis in a Colombian population: evidence for replication and gene-gene interaction.,"Recent studies have identified several common genes associated with multiple autoimmune diseases that support the hypothesis of the presence of shared or general autoimmunity genes. However, most of this work has been performed in populations of white origin. The main objectives of this study are to replicate the genotype-phenotype correlation between 19 such variants and rheumatoid arthritis (RA), and to evaluate gene-gene interactions between these genes in individuals from an ethnically homogenous nonwhite Colombian population. Nineteen single-nucleotide polymorphisms (SNP) from 16 genes/loci were genotyped in 353 RA cases and 368 controls. For each SNP, allelic and genotype-based association tests were applied to evaluate genotype-phenotype correlation. Permutation-based tests were used to validate the statistical significance. Gene-gene interactions were assessed by logistic regression. We replicated the genetic association with rs13277113 (p = 0.0009, OR 1.46) and rs2736340 (p = 0.0001, OR 1.63) from C8orf13-BLK (8p23.1, associated with RA and systemic lupus erythematosus), and rs763361 (p = 0.03) from CD226 (18q22.3, associated with multiple sclerosis and type 1 diabetes) in the Colombian population. The population-attributable risks were estimated as 27%, 34%, and 16% for rs13277113, rs2736340, and rs763361, respectively. We also detected evidence for gene-gene interaction between SNP in MMEL1 (rs3890745) and C80rf13-BLK (rs13277113; p = 0.0002). Our results demonstrate that the IL2/IL21 region, C8orf13-BLK, and CD226 influence RA in Colombians, and RA shares some of the pathogenic mechanisms associated with other autoimmune diseases.",The Journal of rheumatology,"Deshmukh, Harshal A,Maiti, Amit K,Kim-Howard, Xana R,Rojas-Villarraga, Adriana,Guthridge, Joel M,Anaya, Juan-Manuel,Nath, Swapan K","Genetic Association Studies,Genome-Wide Association Study","genetic association,sclerosis,polymorphisms,SNP,genotype,phenotype"
21779181,PMC3136437,2011,Identification of novel genetic markers associated with clinical phenotypes of systemic sclerosis through a genome-wide association strategy.,"The aim of this study was to determine, through a genome-wide association study (GWAS), the genetic components contributing to different clinical sub-phenotypes of systemic sclerosis (SSc). We considered limited (lcSSc) and diffuse (dcSSc) cutaneous involvement, and the relationships with presence of the SSc-specific auto-antibodies, anti-centromere (ACA), and anti-topoisomerase I (ATA). Four GWAS cohorts, comprising 2,296 SSc patients and 5,171 healthy controls, were meta-analyzed looking for associations in the selected subgroups. Eighteen polymorphisms were further tested in nine independent cohorts comprising an additional 3,175 SSc patients and 4,971 controls. Conditional analysis for associated SNPs in the HLA region was performed to explore their independent association in antibody subgroups. Overall analysis showed that non-HLA polymorphism rs11642873 in IRF8 gene to be associated at GWAS level with lcSSc (P = 2.32×10(-12), OR = 0.75). Also, rs12540874 in GRB10 gene (P = 1.27 × 10(-6), OR = 1.15) and rs11047102 in SOX5 gene (P = 1.39×10(-7), OR = 1.36) showed a suggestive association with lcSSc and ACA subgroups respectively. In the HLA region, we observed highly associated allelic combinations in the HLA-DQB1 locus with ACA (P = 1.79×10(-61), OR = 2.48), in the HLA-DPA1/B1 loci with ATA (P = 4.57×10(-76), OR = 8.84), and in NOTCH4 with ACA P = 8.84×10(-21), OR = 0.55) and ATA (P = 1.14×10(-8), OR = 0.54). We have identified three new non-HLA genes (IRF8, GRB10, and SOX5) associated with SSc clinical and auto-antibody subgroups. Within the HLA region, HLA-DQB1, HLA-DPA1/B1, and NOTCH4 associations with SSc are likely confined to specific auto-antibodies. These data emphasize the differential genetic components of subphenotypes of SSc.",PLoS genetics,"Gorlova, Olga,Martin, Jose-Ezequiel,Rueda, Blanca,Koeleman, Bobby P C,Ying, Jun,Teruel, Maria,Diaz-Gallo, Lina-Marcela,Broen, Jasper C,Vonk, Madelon C,Simeon, Carmen P,Alizadeh, Behrooz Z,Coenen, Marieke J H,Voskuyl, Alexandre E,Schuerwegh, Annemie J,van Riel, Piet L C M,Vanthuyne, Marie,van 't Slot, Ruben,Italiaander, Annet,Ophoff, Roel A,Hunzelmann, Nicolas,Fonollosa, Vicente,Ortego-Centeno, Norberto,González-Gay, Miguel A,García-Hernández, Francisco J,González-Escribano, María F,Airo, Paolo,van Laar, Jacob,Worthington, Jane,Hesselstrand, Roger,Smith, Vanessa,de Keyser, Filip,Houssiau, Fredric,Chee, Meng May,Madhok, Rajan,Shiels, Paul G,Westhovens, Rene,Kreuter, Alexander,de Baere, Elfride,Witte, Torsten,Padyukov, Leonid,Nordin, Annika,Scorza, Raffaella,Lunardi, Claudio,Lie, Benedicte A,Hoffmann-Vold, Anna-Maria,Palm, Oyvind,García de la Peña, Paloma,Carreira, Patricia,Varga, John,Hinchcliff, Monique,Lee, Annette T,Gourh, Pravitt,Amos, Christopher I,Wigley, Frederick M,Hummers, Laura K,Nelson, J Lee,Riemekasten, Gabriella,Herrick, Ariane,Beretta, Lorenzo,Fonseca, Carmen,Denton, Christopher P,Gregersen, Peter K,Agarwal, Sandeep,Assassi, Shervin,Tan, Filemon K,Arnett, Frank C,Radstake, Timothy R D J,Mayes, Maureen D,Martin, Javier","Genome-Wide Association Study,Polymorphism, Single Nucleotide","sclerosis,polymorphisms,genome-wide,SNP,AD,phenotype,genome-wide association,GWAS"
21781348,PMC3199768,2011,Genetic polymorphisms involved in dopaminergic neurotransmission and risk for Parkinson's disease in a Japanese population.,"Parkinson's disease (PD) is characterized by alterations in dopaminergic neurotransmission. Genetic polymorphisms involved in dopaminergic neurotransmission may influence susceptibility to PD. We investigated the relationship of catechol-O-methyltransferase (COMT), monoamine oxidase B (MAOB), dopamine receptor (DR) D2 and DRD4 polymorphisms and PD risk with special attention to the interaction with cigarette smoking among 238 patients with PD and 369 controls in a Japanese population. Subjects with the AA genotype of MAOB rs1799836 showed a significantly increased risk of PD (odds ratio (OR) = 1.70, 95% confidence interval (CI) = 1.12 - 2.58) compared with the AG and GG genotypes combined. The AA genotype of COMT rs4680 was marginally associated with an increased risk of PD (OR = 1.86, 95% CI = 0.98 - 3.50) compared with the GG genotype. The DRD2 rs1800497 and DRD4 rs1800955 polymorphisms showed no association with PD. A COMT -smoking interaction was suggested, with the combined GA and AA genotypes of rs4680 and non-smoking conferring significantly higher risk (OR = 3.97, 95% CI = 2.13 - 7.41) than the AA genotype and a history of smoking (P for interaction = 0.061). No interactions of smoking with other polymorphisms were observed. The COMT rs4680 and MAOB rs1799836 polymorphisms may increase susceptibility to PD risk among Japanese. Future studies involving larger control and case populations and better pesticide exposure histories will undoubtedly lead to a more thorough understanding of the role of the polymorphisms involved in the dopamine pathway in PD.",BMC neurology,"Kiyohara, Chikako,Miyake, Yoshihiro,Koyanagi, Midori,Fujimoto, Takahiro,Shirasawa, Senji,Tanaka, Keiko,Fukushima, Wakaba,Sasaki, Satoshi,Tsuboi, Yoshio,Yamada, Tatsuo,Oeda, Tomoko,Shimada, Hiroyuki,Kawamura, Nobutoshi,Sakae, Nobutaka,Fukuyama, Hidenao,Hirota, Yoshio,Nagai, Masaki","Parkinson Disease/genetics,Polymorphism, Single Nucleotide","genotype,polymorphisms,parkinson,AD"
21784300,PMC3143361,2011,Genome-wide association study of the child behavior checklist dysregulation profile.,"A potentially useful tool for understanding the distribution and determinants of emotional dysregulation in children is a Child Behavior Checklist profile, comprising the Attention Problems, Anxious/Depressed, and Aggressive Behavior clinical subscales (CBCL-DP). The CBCL-DP indexes a heritable trait that increases susceptibility for later psychopathology, including severe mood problems and aggressive behavior. We have conducted a genome-wide association study of the CBCL-DP in children with attention-deficit/hyperactivity disorder (ADHD). Families were ascertained at Massachusetts General Hospital and University of California, Los Angeles. Genotyping was conducted with the Illumina Human1M or Human1M-Duo BeadChip platforms. Genome-wide association analyses were conducted with the MQFAM multivariate extension of PLINK. CBCL data were available for 341 ADHD offspring from 339 ADHD affected trio families from the UCLA (N = 128) and the MGH (N = 213) sites. We found no genome-wide statistically significant associations but identified several plausible candidate genes among findings at p < 5E-05: TMEM132D, LRRC7, SEMA3A, ALK, and STIP1. We found suggestive evidence for developmentally expressed genes operant in hippocampal dependent memory and learning with the CBCL-DP.",Journal of the American Academy of Child and Adolescent Psychiatry,"Mick, Eric,McGough, James,Loo, Sandra,Doyle, Alysa E,Wozniak, Janet,Wilens, Timothy E,Smalley, Susan,McCracken, James,Biederman, Joseph,Faraone, Stephen V",Genome-Wide Association Study,"hippocampal,genome-wide,AD,pathology,genome-wide association"
21816655,PMC4723425,2011,"Do interactions between SNCA, MAPT, and LRRK2 genes contribute to Parkinson's disease susceptibility?","Polymorphisms in SNCA, MAPT and LRRK2 genes have recently been confirmed as risk factors for Parkinson's disease (PD), although with small individual attributable risk. Here we investigated the association of PD with interactions between variants of these genes. As part of a previous study of PD susceptibility genes 119 SNCA, MAPT, and LRRK2 haplotype tagging single nucleotide polymorphisms (SNPs) and two variable number tandem repeats (VNTRs) were genotyped in 1098 PD cases from the upper Midwest, USA and 1098 matched controls. Twenty-six of these SNPs were selected for SNP-SNP (or SNP-VNTR or VNTR-VNTR) interaction analysis (256 interaction pairs). Case-control analyses were performed to study association of pairwise SNP interactions with PD susceptibility. Out of the 256 interaction pairs investigated, 10 had uncorrected p-values <0.05. These represented six SNCA-LRRK2 pairs, three SNCA-MAPT pairs, and one MAPT-LRRK2 pair. However, none of these pairwise interactions were significant after correction for multiple testing. Secondary analyses in strata defined by type of control (sibling or unrelated), sex, or age at onset of the case also did not reveal any significant interactions after accounting for multiple testing. This study provides no statistically significant evidence of gene-gene interaction effects for the three confirmed genetic susceptibility loci for PD. However, this does not exclude the possibility that other genomic loci or environmental risk factors interact with these genes.",Parkinsonism & related disorders,"Biernacka, Joanna M,Armasu, Sebastian M,Cunningham, Julie M,Ahlskog, J Eric,Chung, Sun Ju,Maraganore, Demetrius M","Parkinson Disease/genetics,Polymorphism, Single Nucleotide,tau Proteins/genetics","single nucleotide polymorphism,polymorphisms,haplotype,Risk Factors,parkinson,SNP,AD,genotype"
22003392,PMC3189215,2011,"Convergence of miRNA expression profiling, α-synuclein interacton and GWAS in Parkinson's disease.","miRNAs were recently implicated in the pathogenesis of numerous diseases, including neurological disorders such as Parkinson's disease (PD). miRNAs are abundant in the nervous system, essential for efficient brain function and play important roles in neuronal patterning and cell specification. To further investigate their involvement in the etiology of PD, we conducted miRNA expression profiling in peripheral blood mononuclear cells (PBMCs) of 19 patients and 13 controls using microarrays. We found 18 miRNAs differentially expressed, and pathway analysis of 662 predicted target genes of 11 of these miRNAs revealed an over-representation in pathways previously linked to PD as well as novel pathways. To narrow down the genes for further investigations, we undertook a parallel approach using chromatin immunoprecipitation-sequencing (ChIP-seq) analysis to uncover genome-wide interactions of α-synuclein, a molecule with a central role in both monogenic and idiopathic PD. Convergence of ChIP-seq and miRNomics data highlighted the glycosphingolipid biosynthesis and the ubiquitin proteasome system as key players in PD. We then tested the association of target genes belonging to these pathways with PD risk, and identified nine SNPs in USP37 consistently associated with PD susceptibility in three genome-wide association studies (GWAS) datasets (0.46≤OR≤0.63) and highly significant in the meta-dataset (3.36×10⁻⁴<p <1.94×10⁻³). A SNP in ST8SIA4 was also highly associated with PD (p = 6.15×10⁻³) in the meta-dataset. These findings suggest that several miRNAs may act as regulators of both known and novel biological processes leading to idiopathic PD.",PloS one,"Martins, Madalena,Rosa, Alexandra,Guedes, Leonor C,Fonseca, Benedita V,Gotovac, Kristina,Violante, Sara,Mestre, Tiago,Coelho, Miguel,Rosa, Mário M,Martin, Eden R,Vance, Jeffery M,Outeiro, Tiago F,Wang, Liyong,Borovecki, Fran,Ferreira, Joaquim J,Oliveira, Sofia A","Genome-Wide Association Study,Parkinson Disease/genetics","pathogenesis,parkinson,genome-wide,SNP,AD,genome-wide association,GWAS"
22096524,PMC3212531,2011,Evidence for more than one Parkinson's disease-associated variant within the HLA region.,"Parkinson's disease (PD) was recently found to be associated with HLA in a genome-wide association study (GWAS). Follow-up GWAS's replicated the PD-HLA association but their top hits differ. Do the different hits tag the same locus or is there more than one PD-associated variant within HLA? We show that the top GWAS hits are not correlated with each other (0.00≤r(2)≤0.15). Using our GWAS (2000 cases, 1986 controls) we conducted step-wise conditional analysis on 107 SNPs with P<10(-3) for PD-association; 103 dropped-out, four remained significant. Each SNP, when conditioned on the other three, yielded P(SNP1) = 5×10(-4), P(SNP2) = 5×10(-4), P(SNP3) = 4×10(-3) and P(SNP4) = 0.025. The four SNPs were not correlated (0.01≤r(2)≤0.20). Haplotype analysis (excluding rare SNP2) revealed increasing PD risk with increasing risk alleles from OR = 1.27, P = 5×10(-3) for one risk allele to OR = 1.65, P = 4×10(-8) for three. Using additional 843 cases and 856 controls we replicated the independent effects of SNP1 (P(conditioned-on-SNP4) = 0.04) and SNP4 (P(conditioned-on-SNP1) = 0.04); SNP2 and SNP3 could not be replicated. In pooled GWAS and replication, SNP1 had OR(conditioned-on-SNP4) = 1.23, P(conditioned-on-SNP4) = 6×10(-7); SNP4 had OR(conditioned-on-SNP1) = 1.18, P(conditioned-on-SNP1) = 3×10(-3); and the haplotype with both risk alleles had OR = 1.48, P = 2×10(-12). Genotypic OR increased with the number of risk alleles an individual possessed up to OR = 1.94, P = 2×10(-11) for individuals who were homozygous for the risk allele at both SNP1 and SNP4. SNP1 is a variant in HLA-DRA and is associated with HLA-DRA, DRB5 and DQA2 gene expression. SNP4 is correlated (r(2) = 0.95) with variants that are associated with HLA-DQA2 expression, and with the top HLA SNP from the IPDGC GWAS (r(2) = 0.60). Our findings suggest more than one PD-HLA association; either different alleles of the same gene, or separate loci.",PloS one,"Hill-Burns, Erin M,Factor, Stewart A,Zabetian, Cyrus P,Thomson, Glenys,Payami, Haydeh","Genome-Wide Association Study,Parkinson Disease/genetics,Polymorphism, Single Nucleotide","gene expression,haplotype,parkinson,genome-wide,SNP,AD,genome-wide association,GWAS"
22110616,PMC3217947,2011,The influence of genetic and environmental factors among MDMA users in cognitive performance.,"This study is aimed to clarify the association between MDMA cumulative use and cognitive dysfunction, and the potential role of candidate genetic polymorphisms in explaining individual differences in the cognitive effects of MDMA. Gene polymorphisms related to reduced serotonin function, poor competency of executive control and memory consolidation systems, and high enzymatic activity linked to bioactivation of MDMA to neurotoxic metabolites may contribute to explain variations in the cognitive impact of MDMA across regular users of this drug. Sixty ecstasy polydrug users, 110 cannabis users and 93 non-drug users were assessed using cognitive measures of Verbal Memory (California Verbal Learning Test, CVLT), Visual Memory (Rey-Osterrieth Complex Figure Test, ROCFT), Semantic Fluency, and Perceptual Attention (Symbol Digit Modalities Test, SDMT). Participants were also genotyped for polymorphisms within the 5HTT, 5HTR2A, COMT, CYP2D6, BDNF, and GRIN2B genes using polymerase chain reaction and TaqMan polymerase assays. Lifetime cumulative MDMA use was significantly associated with poorer performance on visuospatial memory and perceptual attention. Heavy MDMA users (>100 tablets lifetime use) interacted with candidate gene polymorphisms in explaining individual differences in cognitive performance between MDMA users and controls. MDMA users carrying COMT val/val and SERT s/s had poorer performance than paired controls on visuospatial attention and memory, and MDMA users with CYP2D6 ultra-rapid metabolizers performed worse than controls on semantic fluency. Both MDMA lifetime use and gene-related individual differences influence cognitive dysfunction in ecstasy users.",PloS one,"Cuyàs, Elisabet,Verdejo-García, Antonio,Fagundo, Ana Beatriz,Khymenets, Olha,Rodríguez, Joan,Cuenca, Aida,de Sola Llopis, Susana,Langohr, Klaus,Peña-Casanova, Jordi,Torrens, Marta,Martín-Santos, Rocío,Farré, Magí,de la Torre, Rafael",,"genotype,polymorphisms,cognitive,AD"
